objectid,title,classification,iiifurl,is_portrait
60200,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/18fa383f-4faf-4be5-a91d-ce4cd5c55638,True
60201,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/1eed59e7-e027-43f7-ac61-db08b2aeb9e8,True
60202,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/aa25be84-708f-4c36-8c3f-977d3b22a687,True
60203,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/9899035f-8a64-4476-9b5b-cf7bcc3c82d5,True
60204,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/c04dbfca-c9d7-4b86-baf0-b7ce58293f36,True
60205,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/a1eb0547-7c4c-4cba-8122-57cb594c0c70,True
60206,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/6a521792-1ce8-4a55-857d-0fa556cc0f6d,True
60207,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/463d8260-6435-4bab-bbcb-82bfc88e7262,True
60208,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/4e76b479-272d-47aa-a862-bac5640c8a6a,True
60209,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/ce2b633c-8682-47df-be07-6e2355a961e4,True
60210,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/7b0f2ab8-7c71-493c-b31e-0f81d6ebbffa,True
60211,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/b6662168-6abd-4036-b03e-62906d8bd9ea,True
60212,Georgia O'Keeffe—After Return from New Mexico or Equivalent O1,Photograph,https://api.nga.gov/iiif/de5bdbbe-a712-4e42-84b7-36f4e09b4cd0,True
60213,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/d81518d4-4d7d-49df-b42a-227296f219a3,True
60214,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/96d8a292-fd01-4f98-863c-d08052d1a74e,True
60215,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/14ec8ae4-674a-4dd8-b01d-60bb5ee6f386,True
60216,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/db9a6849-52bf-4ed6-85db-f890b002712c,True
60217,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/a17359a4-e4c6-468c-8165-b442450b2d75,True
60221,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/aff1452d-eb4f-4fe1-a40d-eb3f9dc7b424,True
60222,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/dfb4997a-a517-413f-862b-c9d2ea03672c,True
60223,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/c04c3fcb-7049-4b96-a979-5278b603ba65,True
60224,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/2808d993-f247-4863-a61b-8cc38864d523,True
60225,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/217e05ea-8eff-49a2-b18d-eb2875474632,True
60226,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/86f8bc96-ea48-4183-af2e-425e37c8679f,True
60227,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/4af301e5-786e-4530-b640-6d83968bdcce,True
60228,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/f8c572be-d933-4412-afad-a570be81cb3e,True
60229,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/70d2fb20-90a6-4902-9fc4-94bac050047a,True
60230,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/63885d53-0a6b-4bf8-b361-b79d247d9c41,True
60231,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/955cf103-4d6e-4dea-b32f-3c9433591550,True
60232,Georgia O'Keeffe and Frank Prosser,Photograph,https://api.nga.gov/iiif/7eb29419-d047-4f69-a929-ef6a453e9621,True
60233,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/a2f93f14-c7d5-4478-b56b-52f15d49e052,True
60234,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/06824866-c353-4376-a839-27ba76e1b1f0,True
60235,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/7612c9ee-ad6c-451a-81bd-8400e9155733,True
60236,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/f8025509-809b-4bcd-a012-5def1d37f177,True
60237,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/694b1df1-3903-4271-bdfe-9a86cf98d167,True
60238,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/5044dccd-ae4f-4666-861c-b401de76a150,True
60239,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/e632efa1-fd0e-4c2e-9a48-88ba562b4fea,True
60243,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/a7045851-38fb-44a2-b01e-6fb22b353399,True
60244,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/9a438a68-e579-453c-8c25-b6632ac813ab,True
60245,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/ad5134b3-af77-4154-8cc2-0eadc388ab65,True
60246,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/15cd73d3-eb98-4239-901c-2e08935a3568,True
60247,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/584259a8-9df5-4d08-a34d-9dddaba9e792,True
60248,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/b9953dac-d089-4e29-b0a9-4bc75a34763a,True
60249,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/643eca21-b0a7-4a0c-9cb4-7523cd5d251a,True
60257,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/a886d23e-013a-4441-a084-61758bb15fd9,True
60258,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/46d69a9d-991a-4d1b-97ee-9c645d1601dc,True
60259,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/c0b19d6d-7612-4352-832b-b717f1d2deb3,True
60260,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/21e34ce9-553e-4b19-9ff1-1f5b22710c57,True
60261,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/3ec7273f-ace7-4672-8241-aee7cef776c6,True
60263,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/50803b23-4540-4e1b-8e47-b5e22198ce58,True
60264,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/3b35137f-1411-438a-8c41-f8f4b8b49716,True
60265,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/9e47ac55-b831-47a3-9338-e802671d08d6,True
60266,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/462c2a31-27bc-4d3d-a7d5-13bb625ac8c2,True
60267,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/e4d82c4e-2a59-4a74-824f-fc35415e584f,True
60268,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/f504bdc4-a486-4216-a365-afc99bd1e51d,True
60269,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/31d67dc3-a165-432c-a9df-2a055c6ca27e,True
60270,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/307f48ac-7b5a-43e7-8c24-9cc3158113ee,True
60273,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/89419d22-6763-439f-a815-48969e41de8e,True
60274,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/2ac790a9-7083-413b-b6cf-8e04ff83096c,True
60276,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/e127e7e8-148e-4130-972b-38e387c50627,True
60277,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/a5246c1b-d9b8-4ba3-902f-a3236b67c94b,True
60278,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/eec67782-66c8-4d62-8ac1-8616e0746d8e,True
60279,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/309f9a38-a39f-4f7f-8020-388b4fd0aeed,True
60280,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/2dbc319a-eef2-40a0-82cf-6f2b2e3912e2,True
60281,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/0889d9be-f532-4dec-94b8-eeebac775885,True
60282,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/3760f101-928f-40b8-a894-1e3f007c39b0,True
60283,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/7ad5444b-d974-48f3-b17e-aa6572da5476,True
60284,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/407c08d1-0934-46ba-9f54-5993bcbddd3d,True
60285,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/02379dab-b67f-4c64-b6f5-34163c7e0e34,True
60286,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/6612a009-e446-4452-906c-8c6e193f990d,True
60287,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/8262fa99-6cc0-449c-b2a9-491ba98f9863,True
60288,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/607c6759-d533-4861-aaee-c74a68859857,True
60289,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/697633b5-7781-4286-b8d4-aba342a52ab1,True
60290,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/ecc56dff-c849-429b-a1d1-2cc3ad6b149e,True
60291,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/a58abd26-aebf-436d-9598-2b75ecac5965,True
60292,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/b3e8e8fe-b812-4707-8f22-2b226b7331ca,True
60293,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/91cb4274-c7c1-4c6b-ab3a-6627a9dd6288,True
60296,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/8e1aa90f-7ecf-4303-964b-9f12a5d041ea,True
60297,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/edd2ee4c-6026-400d-95b2-85759727c97a,True
60298,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/6fa14a85-2e4c-4883-85ea-5d0893ce25bb,True
60299,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/37b67aa4-a929-4f2b-8086-78851f0945c4,True
60300,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/561b0002-bef8-4a51-b16a-be73d3505723,True
60301,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/1e15cc03-5957-457f-bc25-90be357dcd74,True
60302,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/562184b5-e10b-43b7-a5fb-18dbcfef6dba,True
60303,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/c152cd6a-3d40-4a78-859f-2b03abdbfc29,True
60304,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/c12d984f-3961-4b0d-be36-45583b32c0ba,True
60305,Georgia O'Keeffe,Photograph,https://api.nga.gov/iiif/079b2b22-af7a-4580-b77e-9c878f3b11f2,True
60362,Old Man with Bare Head,Print,https://api.nga.gov/iiif/9e612a97-4a1e-430c-bba6-6cf3b874e609,True
60392,"Celia 8365 Melrose Avenue, Hollywood",Print,https://api.nga.gov/iiif/3e9a1ce4-72d4-4fd1-83b8-c4bc9b09b63a,True
60396,Henry at the Table,Print,https://api.nga.gov/iiif/50475caa-2d46-463d-943e-95bc53ae060c,True
60401,Figure 7,Print,https://api.nga.gov/iiif/bc763db3-ee88-4771-858b-e5390f6425df,True
60403,Figure 7,Print,https://api.nga.gov/iiif/cd47c4f8-85e9-448d-856d-20c1f51d0ebd,True
60479,A Lot More of Ann Combing Her Hair,Print,https://api.nga.gov/iiif/b4797174-34a3-4e6a-a698-0eddb2905f40,True
60480,Peter Schlesinger,Print,https://api.nga.gov/iiif/a550ca58-c454-49f9-baa4-5d5276fab96e,True
60540,Sidney in His Office,Print,https://api.nga.gov/iiif/824a7e4a-c920-449c-97c3-fd04cd301636,True
60641,"Arriving, 1907",Portfolio,https://api.nga.gov/iiif/8211a3fd-e720-47ee-a4ce-abcf577ae2af,True
60642,Report Card (Dorothy 1912),Portfolio,https://api.nga.gov/iiif/4e1eb9ee-a2c9-491c-b20f-d3ea38595022,True
60648,Coming Out,Portfolio,https://api.nga.gov/iiif/2f159979-406f-4583-8f6e-3b024c5fa663,True
60650,Delegate Dorothy,Portfolio,https://api.nga.gov/iiif/99ebb270-14c6-4d7f-91ff-0748731c82b0,True
60657,25 Years with the Firm,Portfolio,https://api.nga.gov/iiif/e7184849-4809-4104-b90a-65ebae8b3e56,True
60667,Caliban,Print,https://api.nga.gov/iiif/6a423879-eb0a-4ece-9f5d-2e7851889fe6,True
60670,L'Abbe Jean-Antoine de Maroulle,Print,https://api.nga.gov/iiif/06bad533-f2d6-483f-b67f-952e759783bb,True
60675,Young Woman and a Boy Facing Right,Print,https://api.nga.gov/iiif/2be242fe-01a1-4e87-8de9-8a3954695754,True
60685,Bibi Lalouette,Print,https://api.nga.gov/iiif/c17418b8-f4d6-46ea-a6cd-dc4670119e3b,True
60773,Karl Ramler,Print,https://api.nga.gov/iiif/42ae0362-35f2-4196-bcca-bcf0345c2387,True
60774,Christian Weisse,Print,https://api.nga.gov/iiif/b1577ff5-9ff9-4a36-93d2-f55d7628a6a9,True
60775,Daniel Chodowiecki,Print,https://api.nga.gov/iiif/d5f977b6-7af5-4c5f-998b-ff0dfe1eb09d,True
60776,Daniel Chodowiecki,Print,https://api.nga.gov/iiif/9dae2d24-7f31-420e-a90e-14c33939a29d,True
60815,Moses with the Tablets of Law,Print,https://api.nga.gov/iiif/968f88cb-025b-44cc-b535-eb6c34c435a2,True
60945,Sarah Bernhardt as Melisande,Print,https://api.nga.gov/iiif/08fefc38-611c-4b95-8785-9d9e5c5a640d,True
60949,Imaginary Portrait of an English Gentleman,Print,https://api.nga.gov/iiif/481d9bf2-1beb-4a44-9ef8-d1f821bce6d1,True
60950,Imaginary Portrait of an English Beauty,Print,https://api.nga.gov/iiif/40edbfd1-0c6e-430f-ab18-95f6f3723788,True
60953,Sanctus Andreas,Print,https://api.nga.gov/iiif/7034a730-34e6-4f18-9db5-45ffcb79c6b9,True
60954,Sanctus Bartholomeaus,Print,https://api.nga.gov/iiif/600414ba-e730-4c52-8558-ab6a7c2d4b17,True
60956,Sanctus Lucas,Print,https://api.nga.gov/iiif/da40e033-cd8c-47a1-acce-e87a6e3afb41,True
60957,Saint Mark,Print,https://api.nga.gov/iiif/a40e4490-1691-4748-b983-d7aeba168337,True
60958,Sanctus Matteaus,Print,https://api.nga.gov/iiif/66b7b144-e647-421e-9a09-34f7e9426ef5,True
60959,Sanctus Paulus,Print,https://api.nga.gov/iiif/bbdaee56-4dce-4b18-8b3f-b15cf41a6385,True
60960,Sanctus Phillipus,Print,https://api.nga.gov/iiif/90b941fb-0d40-49b6-92d2-a075a56e7e06,True
60961,Sanctus Simeon,Print,https://api.nga.gov/iiif/712ec933-68ea-45d5-9048-850deebaf832,True
60964,"Lord Tennyson, No. 2",Print,https://api.nga.gov/iiif/fe7fc023-6b06-470c-b5fd-e6f8ce6f9805,True
61007,Initial A,Print,https://api.nga.gov/iiif/d8f2f2db-48b7-4862-b9fd-80e0276de446,True
61136,The Virgin with the Rose,Print,https://api.nga.gov/iiif/ba3f6029-4bf5-412f-8f04-416cf22c5319,True
61137,Maid with a Mousetrap,Print,https://api.nga.gov/iiif/370c58f7-517e-40f7-9e10-414137f0177a,True
61163,Hans Holbein the Younger,Print,https://api.nga.gov/iiif/681cd26b-a381-4ca4-8b5c-4d32215077a4,True
61206,Head of an Old Woman (Tête de vielle dame),Print,https://api.nga.gov/iiif/02172d18-e734-46f6-a711-bc8186780783,True
61232,"Lerand in the Role of Rodin in ""The Wandering Jew""",Print,https://api.nga.gov/iiif/8020e5d8-4bdd-4979-8e5d-e09aa4614b9e,True
61234,Self-Portrait,Print,https://api.nga.gov/iiif/d8cf3d53-d4c2-4ab0-bb0c-20c3a02254e7,True
61237,Harpocrates,Print,https://api.nga.gov/iiif/ca2f3f98-bfc8-4be0-895a-78655593086f,True
61350,Arab Mounting,Print,https://api.nga.gov/iiif/caee81fa-a12f-48ab-ac85-988aee49072c,True
61657,Umakichi,Print,https://api.nga.gov/iiif/e35e5f12-4b9f-489d-bb22-a535c6068fc2,True
61658,Umakichi,Print,https://api.nga.gov/iiif/9ed7f0b9-d072-4c00-9ca4-0d210613e10a,True
61659,Umakichi,Print,https://api.nga.gov/iiif/7803704e-2fcd-412c-bef9-a1f817d622ee,True
61660,Umakichi,Print,https://api.nga.gov/iiif/f560b794-ab24-49c2-9272-bce633674368,True
61668,Haru,Print,https://api.nga.gov/iiif/38d1cb09-6cf3-44d7-bab8-2f933dc8bd7d,True
61675,Faces,Print,https://api.nga.gov/iiif/13d3bce4-48cc-42fb-9a04-5c3d96842484,True
61681,Bud,Print,https://api.nga.gov/iiif/02374600-a680-4f00-8790-ad20be7e5c4e,True
61682,Fritz and Larry,Print,https://api.nga.gov/iiif/7d3b505f-9ce6-46e9-821c-29415a76a112,True
61684,Paul,Print,https://api.nga.gov/iiif/6353aec3-d3a6-4b09-b77c-a6dc6a7ad035,True
61685,Xavier,Print,https://api.nga.gov/iiif/33ec2f16-d58b-41dd-b6e3-d0d7e170b8ad,True
61767,Saint Joan of North Meridian,Print,https://api.nga.gov/iiif/d483654f-bbaf-4333-9eea-3d0fd09c2c8b,True
61931,The Marquis de Sade,Print,https://api.nga.gov/iiif/aea8dd10-ca31-42f3-9083-20e9cf7bde4e,True
61934,Portrait like Beethoven,Print,https://api.nga.gov/iiif/53a7b5d7-04fe-4870-b5e8-f9f8a008c979,True
62031,Orator II,Print,https://api.nga.gov/iiif/e9151a3d-2380-4e09-94d2-88e16445a06e,True
62174,An Affectionate Portrait of Sam Francis,Print,https://api.nga.gov/iiif/1e28c5f4-3195-433e-a91f-118873544680,True
62278,Untitled,Print,https://api.nga.gov/iiif/eeef9875-9e06-4171-8362-256db25c5f97,True
62280,Untitled,Print,https://api.nga.gov/iiif/2f02eef9-adcc-40f1-9ee1-0271f6f3abc3,True
62281,Untitled,Print,https://api.nga.gov/iiif/07036802-59d9-4651-8a62-2133d7f4cc7b,True
62289,Untitled,Print,https://api.nga.gov/iiif/3c7eaf3d-ed41-4e39-92a7-75aa6cc2e1f1,True
62292,Untitled,Print,https://api.nga.gov/iiif/171a69c7-a081-4032-b941-9650c0ec3a4b,True
62545,Marengo,Print,https://api.nga.gov/iiif/f0016057-e3d4-4bfe-8121-ec0117012bae,True
62567,Henry Geldzahler with Hat,Print,https://api.nga.gov/iiif/617abb74-655f-41a1-8a24-a04468bb1114,True
63426,David,Print,https://api.nga.gov/iiif/f40260c2-b4af-4c58-b170-1bdbcac496c4,True
63429,Saul,Print,https://api.nga.gov/iiif/b2c3c91b-0f87-46be-a42f-d45eaf5b4afe,True
63489,Untitled,Print,https://api.nga.gov/iiif/6583a21b-1ed6-4e49-92fa-963db85f2368,True
63490,Untitled,Print,https://api.nga.gov/iiif/9a136931-da59-458d-a09b-7c18d58f1195,True
63526,Self Love,Print,https://api.nga.gov/iiif/6b523f32-34fe-42cc-a6db-f4db246c43c5,True
63528,Flower Girl,Print,https://api.nga.gov/iiif/aceb81ed-052a-49d2-b0bf-034aff8ee264,True
63695,Untitled,Print,https://api.nga.gov/iiif/72560832-5b82-4352-b11f-79955150dae0,True
63696,S. Decatur,Print,https://api.nga.gov/iiif/c3e3310e-d60d-4205-8a9c-0ee6e051038f,True
63746,Ezra Pound,Print,https://api.nga.gov/iiif/ee47c889-0c4c-4ecd-a27a-1112f97b4703,True
63765,Spanish Woman,Print,https://api.nga.gov/iiif/ac2be89b-6217-42f6-8ab3-814900071b2a,True
64092,Gray,Print,https://api.nga.gov/iiif/61b57e30-99bb-4f16-af08-b6250954b981,True
64170,Head,Print,https://api.nga.gov/iiif/635fecc3-5007-4a0c-b245-3622906bf236,True
64340,Wanted Poster Series #15 (Hasty B),Print,https://api.nga.gov/iiif/2a33d671-5448-48c7-89ea-f2d8378747b9,True
64604,Unfinished woodblock carving for Self-Portrait with Naila as Circus Performers Holding Masks and Reclining on a Sea Monster,Drawing,https://api.nga.gov/iiif/43280cd6-c3ca-4590-9683-a90acd8ee433,True
64606,Mädchen mit Puppe (Girl with a Doll) [p. 7],Drawing,https://api.nga.gov/iiif/fd046dba-8bb5-45e8-8277-92428c843061,True
64607,Mädchenbildnis (Portrait of a Girl) [p. 9],Drawing,https://api.nga.gov/iiif/e542df39-8c14-4f3e-b791-39c626eb399c,True
64608,Mädchenbildnis im Profil (Girl in Profile) [p. 11],Drawing,https://api.nga.gov/iiif/21651abe-c88b-4350-b5bc-7141ff6e2774,True
64609,Mädchen mit geschlossenen Augen (Girl with Downcast Eyes) [p. 13],Drawing,https://api.nga.gov/iiif/283d94ec-e69d-431d-9a6b-f8e6e7239317,True
64629,Figuren in Bahnhof [?] (Group of People in Station [?]) [p. 24],Drawing,https://api.nga.gov/iiif/6dd88fa8-0f70-4684-8e34-c10d5b6f18fe,True
64644,Weibliche Halbfigur und verworfenes groteskes Profil (Female Half Figure and Abandoned Grotesque Profile) [p. 80],Drawing,https://api.nga.gov/iiif/76cc06ee-0e9a-46e2-bc21-f2b990590bf6,True
64677,Selbstportrait mit Dämon (Self-Portrait with Demon) [p. 19],Drawing,https://api.nga.gov/iiif/c8c0779a-3078-48b5-928e-b25d8058304e,True
64679,Selbstportrait mit Kerze (Self-Portrait with Candle) [p. 23],Drawing,https://api.nga.gov/iiif/59ce3eba-f931-4a08-924b-1b0b6e0166dd,True
64695,Self-Portrait (Selbstbildnis) [p. 3],Drawing,https://api.nga.gov/iiif/c4dbc4f3-7c56-4722-b55b-a1247ef40472,True
64696,"Male Portrait Study (Mannliche Bildnisstudie, daruber Kohler...) [p. 7]",Drawing,https://api.nga.gov/iiif/9b0eb010-0e91-42b8-9822-eeda598939ce,True
64697,Portrait Study (Flüchtige Bildnisstudie) [p. 16],Drawing,https://api.nga.gov/iiif/ec5ee97f-d69c-4b60-b199-283d3847d8f6,True
64738,"Weiblich Bildnistudie, Sabine Hackenschmidt (Portrait of Sabine Hackenschmidt) [p. 14]",Drawing,https://api.nga.gov/iiif/2e92b447-4617-4ac8-aaca-b10ad9c4f6f6,True
64739,Männliche Bildnisstudie (Unknown Male Portrait Study) [p. 20],Drawing,https://api.nga.gov/iiif/5d1dbfb8-0356-4c22-a96f-b6a4559b9933,True
64743,begonnene Skizze eines Mannes mit Bart (Unfinished Sketch of a Man with Beard) [p. 6],Drawing,https://api.nga.gov/iiif/e61b7250-35fd-491a-9afb-e5077cb526c0,True
64745,flüchtige männliche Bildnisstudie (Male Portrait Sudy) [p. 8],Drawing,https://api.nga.gov/iiif/cf6a7b8a-3156-41af-968b-e9f35c5cbbd1,True
64747,männliche Bildnisstudie (Male Portrait Study) [p. 10],Drawing,https://api.nga.gov/iiif/d723fcef-305c-4501-a696-6c99a0ec6db9,True
64750,bärtiger Mann (Bearded Head) [p. 14],Drawing,https://api.nga.gov/iiif/c420a842-4eef-435c-9f80-2dbbe5ad0974,True
64751,"junger Mann mit aufgestütztem Kopf (Young Man, Propped Up) [p. 15]",Drawing,https://api.nga.gov/iiif/5db7d156-d1ca-4fd0-818f-7b92d60cb792,True
64752,Mann im Frack (Man in Dress Coat) [p. 16],Drawing,https://api.nga.gov/iiif/d996de6c-8291-4178-9336-c471631dc2e1,True
64753,junger Mann (Young Man) [p. 17],Drawing,https://api.nga.gov/iiif/8567652d-1e61-4bbd-b7e3-5afdebafd853,True
64760,dieselbe Frau (Female Portrait) [p. 35],Drawing,https://api.nga.gov/iiif/006a61d0-4953-482f-8fad-327eef15267b,True
64761,Mann und Frau (Two Figures) [p. 37],Drawing,https://api.nga.gov/iiif/02ff8575-78c9-460c-a6bb-9f75bdf202e9,True
64770,Profil und Liste (Profile with Notations) [p. 1],Drawing,https://api.nga.gov/iiif/f75db347-aa79-4f8f-974e-ffc9ae0c9ec6,True
64773,männliche Bildnisstudie (Male Portrait Study) [p. 7],Drawing,https://api.nga.gov/iiif/17dfe354-b4a9-4ae0-a540-ac4bcf50db7e,True
64778,alter Mann mit Kneifer (Old Man with Spectacles) [p. 17],Drawing,https://api.nga.gov/iiif/173afe0d-4cda-4263-968b-def89b3fed83,True
64783,alter Mann mit Kneifer (Male Portrait) [p. 23],Drawing,https://api.nga.gov/iiif/130daad1-94ec-4441-a564-21bacdca03de,True
64811,Paar an der Bar (Couple at a Bar) [p. 29],Drawing,https://api.nga.gov/iiif/030d8b6c-7784-47a0-92e3-ea26899d3449,True
64812,Männliche Bildnisstudie (Male Portrait Study) [p. 31],Drawing,https://api.nga.gov/iiif/403709d2-cf1a-46c4-9dcd-b0f05870311d,True
64813,Lachende Frau mit an den Kopf gelegten Händen (Woman Laughing with Hands at her Head) [p. 57],Drawing,https://api.nga.gov/iiif/228a7fce-2b9a-44b5-88dc-030f401f3035,True
64826,Weibliche Bildnisstudie (Female Portrait Study) [p. 43],Drawing,https://api.nga.gov/iiif/bd9c5a90-0117-481f-968f-23de00e93907,True
64841,Männliche Bildnisstudie (Male Portrait Study) [p. 69],Drawing,https://api.nga.gov/iiif/51cdf949-5ed8-4133-ad53-614fd57173e6,True
64843,Frauenkopf mit Hut (Woman's Head with a Hat) [p. 82],Drawing,https://api.nga.gov/iiif/d81507a5-9807-451d-8ac1-fa11594133ba,True
64844,weibliche Bildnisstudie mit Hut (Woman in a Hat) [p. 84],Drawing,https://api.nga.gov/iiif/934f6e56-9d63-421e-b754-ce0f7e227011,True
64845,"weibliche Bildhnisstudie, frontal (Portrait of a Woman) [p. 86]",Drawing,https://api.nga.gov/iiif/4d8818bf-de42-4ca6-b796-5d5e36863bd9,True
64846,"weibliches Profil, Gesicht verworfen (Woman's Profile) [p. 87]",Drawing,https://api.nga.gov/iiif/abc7e99a-a7b5-473e-aeb0-f74665b48328,True
64859,Lesender Mann im Café (Reading Man in a Café) [p. 22],Drawing,https://api.nga.gov/iiif/24247580-07e2-420d-ba0b-db261c6e735f,True
64863,männliche Bildnisstudie (Male Profile) [p. 12],Drawing,https://api.nga.gov/iiif/e3397262-d5d6-4d32-ac7e-0a8f9e7027dd,True
64864,männliche Bildnisstudie (Male Portrait) [p. 13],Drawing,https://api.nga.gov/iiif/8de0587c-e114-447c-b89c-c29f1b3609a0,True
64866,männliches Profil (Profile) [p. 16],Drawing,https://api.nga.gov/iiif/85803186-4143-4667-a622-28a3e770a5aa,True
64867,Portrait of Wolfgang Frommel [p. 17],Drawing,https://api.nga.gov/iiif/8d58bc94-fad5-48c4-ac9f-d93267d96c92,True
64868,drei Figurenstudien (Portrait Studies) [p. 18],Drawing,https://api.nga.gov/iiif/c53fa520-b799-4871-a64c-95b020d7a657,True
64869,drei Studienköpfe (Three Heads) [p. 19],Drawing,https://api.nga.gov/iiif/83c9ec45-6539-4e2a-a5ca-9b57ab954b3f,True
64870,weibliche Bildnisstudie (Woman) [p. 23],Drawing,https://api.nga.gov/iiif/1e3f31ce-8fb1-4799-8e6b-ad63b514c2a2,True
64871,Portrait of Wolfgang Frommel [p. 25],Drawing,https://api.nga.gov/iiif/2df969e9-ec3c-4874-b105-3b92c342d435,True
64879,Drei Frauen (Three Women) [p. 37],Drawing,https://api.nga.gov/iiif/77ce1fba-8d74-4ef0-8e08-1e41f3e1f7ac,True
64884,Selbstbildnis unter Wasser (Self-Portrait under Water) [p. 43],Drawing,https://api.nga.gov/iiif/aca5b334-1551-47b5-a16f-85efd1fd38ab,True
64892,Mann mit Pfeife (Man with a Pipe) [p. 3],Drawing,https://api.nga.gov/iiif/3d8b7fe7-2fea-4e13-843b-10a6230c0d1c,True
64893,Junge mit Kappe (Boy with a Hat) [p. 5],Drawing,https://api.nga.gov/iiif/e63d4cc5-bb6d-47ed-8009-27784abe561c,True
